BRAND-NAME,CT-REGISTRATION-NUMBER,STATUS,EFFECTIVE,EXPIRATION,OUT-OF-STATE-SHIPPER,SUPERVISOR-CREDENTIAL-,WHOLESALERS
DOMAINE MICHEL MAGNIEN GEVREY CHAMBERTIN CAZETIERS,LBD.0086446,ACTIVE,04/14/2024 12:00:00 AM,04/12/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE MICHEL MAGNIEN GEVREY CHAMBERTIN SEUVEREES,LBD.0086450,ACTIVE,04/14/2024 12:00:00 AM,04/12/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE MICHEL MAGNIEN MOREY SAINT DENIS TRES GIRARD,LBD.0086449,ACTIVE,04/14/2024 12:00:00 AM,04/12/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE MICHEL MAGNIEN MOREY SAINT DENIS,LBD.0086447,ACTIVE,04/14/2024 12:00:00 AM,04/12/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE MICHEL MAGNIEN MOREY ST DENIS 1ER CRU CLIMATS D'OR RED BURGAN,LBD.0154715,ACTIVE,04/16/2025 12:00:00 AM,04/14/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE MICHEL MAGNIEN SENTIERS CHAMBOLLE MUSIGNY PREMIER CRU,LBD.0216048,ACTIVE,05/23/2024 12:00:00 AM,05/22/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE MICHEL MAGNIEN VOSNE ROMANEE VV,LBD.0149443,ACTIVE,10/18/2024 12:00:00 AM,10/16/2027 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE MICHEL NIELLON CLOS SAINT-JEN WHITE WINE 1ER CRU CHASSAGNE-MONTRACHET,LBD.0138847,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON LES CHAMPS-GAIN WHITE WINE CHASSAGNE-MONTRACHET,LBD.0235491,ACTIVE,03/09/2026 12:00:00 AM,03/08/2029 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,BRESCOME BARTON INC (LIW.0000506)
DOMAINE MICHEL NIELLON RED WINE CHASSAGNE-MONTRACHET,LBD.0144590,ACTIVE,05/08/2024 12:00:00 AM,05/06/2027 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON RED WINE CLOS SAINT-JEAN 1ER CRU CHASSAGNE-MONTRACHET,LBD.0138848,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON WHITE WINE CHARDONNAY BOURGOGNE,LBD.0138849,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON WHITE WINE CHASSAGNE-MONTRACHET,LBD.0138850,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON WHITE WINE CLOSE DE LA MALTROIE 1ER CRU CHASSAGNE-MONTRACHET,LBD.0138851,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON WHITE WINE GRAND CRU BATARD-MONTRACHET,LBD.0138852,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON WHITE WINE GRAND CRU CHEVALIER-MONTRACHET,LBD.0138853,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON WHITE WINE LES CHAMPGAINS 1ER CRU CHASSAGNE-MONTRACHET,LBD.0138854,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON WHITE WINE LES CHAUMEES 1ER CRU CHASSAGNE-MONTRACHET,LBD.0138855,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL NIELLON WHITE WINE LES VERGERS 1ER CRU CHASSAGNE-MONTRACHET,LBD.0138856,ACTIVE,09/21/2023 12:00:00 AM,09/19/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE MICHEL VATTAN SANCERRE BLANC AOC CUVEE ARGILE,LBD.0135783,ACTIVE,06/05/2023 12:00:00 AM,06/03/2026 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE MICHELOT MEURSAULT LES GRANDS CHARRONS,LBD.0231920,ACTIVE,10/20/2025 12:00:00 AM,10/19/2028 12:00:00 AM,MASSANOIS LLC,LSL.0001528,MASSANOIS CT LLC (LIW.0000753)
DOMAINE MILCENT CHABLIS 1ST CRU VAILLONS,LBD.0203197,ACTIVE,04/24/2026 12:00:00 AM,04/22/2029 12:00:00 AM,ANGELINI WINE LTD,LCL.0000520,ANGELINI WINE LTD (LIW.0000519)
DOMAINE MILCENT CHABLIS,LBD.0203198,ACTIVE,04/24/2026 12:00:00 AM,04/22/2029 12:00:00 AM,ANGELINI WINE LTD,LCL.0000520,ANGELINI WINE LTD (LIW.0000519)
DOMAINE MILCENT PETIT CHABLIS,LBD.0203196,ACTIVE,04/27/2026 12:00:00 AM,04/25/2029 12:00:00 AM,ANGELINI WINE LTD,LCL.0000520,ANGELINI WINE LTD (LIW.0000519)
DOMAINE MILLER-CYROT - CHASSAGNE MONTRACHET,LBD.0232997,ACTIVE,12/08/2025 12:00:00 AM,12/07/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,MONSIEUR TOUTON SELECTIONS (CT) LTD (LIW.0000631)
DOMAINE MILLET BOURGOGNE CHARDONNAY,LBD.0195637,ACTIVE,09/19/2025 12:00:00 AM,09/17/2028 12:00:00 AM,DRINKABLE ARTS LLC,LSL.0001710,EUSTELA IMPORTS LLC (LIW.0000730)
DOMAINE MILLET CHABLIS,LBD.0195635,ACTIVE,09/19/2025 12:00:00 AM,09/17/2028 12:00:00 AM,DRINKABLE ARTS LLC,LSL.0001710,EUSTELA IMPORTS LLC (LIW.0000730)
DOMAINE MILLET PETIT CHABLIS,LBD.0195636,ACTIVE,09/19/2025 12:00:00 AM,09/17/2028 12:00:00 AM,DRINKABLE ARTS LLC,LSL.0001710,EUSTELA IMPORTS LLC (LIW.0000730)
DOMAINE MITTNACHT FRERES GEWURZTRAMINER,LBD.0053455,ACTIVE,05/26/2024 12:00:00 AM,05/24/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE MITTNACHT FRERES PINOT BLANC,LBD.0053453,ACTIVE,05/26/2024 12:00:00 AM,05/24/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE MITTNACHT FRERES RIESLING,LBD.0053454,ACTIVE,05/26/2024 12:00:00 AM,05/24/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE MITTNACHT GYOTAKU,LBD.0100814,ACTIVE,04/29/2025 12:00:00 AM,04/27/2028 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE MONT VERRIER BEAUJOLAIS VILLAGES,LBD.0168680,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE MONT VERRIER FLEURIE,LBD.0168679,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOGS VS. SHINOBI,LBD.0157409,ACTIVE,06/27/2025 12:00:00 AM,06/25/2028 12:00:00 AM,THE BEER'D BREWING COMPANY LLC,LMP.0000082.P-CW,SARENE CRAFT BEER DISTRIBUTORS OF CONNECTICUT LLC (LIW.0000696)
DOMAINE MOREAU NAUDET CHABLIS VIELLES VIGNES,LBD.0229093,ACTIVE,07/28/2025 12:00:00 AM,07/27/2028 12:00:00 AM,GRAND CRU SELECTIONS LLC,LSL.0002432,HENRY PROVISIONS LLC (LIW.0000742)
DOMAINE MOREAU NAUDET CHABLIS,LBD.0229099,ACTIVE,07/28/2025 12:00:00 AM,07/27/2028 12:00:00 AM,GRAND CRU SELECTIONS LLC,LSL.0002432,HENRY PROVISIONS LLC (LIW.0000742)
DOMAINE MOREAU NAUDET PETIT CHABLIS,LBD.0231423,ACTIVE,10/06/2025 12:00:00 AM,10/05/2028 12:00:00 AM,GRAND CRU SELECTIONS LLC,LSL.0002432,HENRY PROVISIONS LLC (LIW.0000742)
DOMAINE MOREAU-NAUDET CHABLIS,LBD.0227353,ACTIVE,06/05/2025 12:00:00 AM,06/04/2028 12:00:00 AM,GRAND CRU SELECTIONS LLC,LSL.0002432,HENRY PROVISIONS LLC (LIW.0000742)
DOMAINE MOREAU-NAUDET VAILLONS,LBD.0208277,ACTIVE,09/14/2023 12:00:00 AM,09/13/2026 12:00:00 AM,MHW LTD,LSL.0000675,HENRY PROVISIONS LLC (LIW.0000742)
DOMAINE MORIN LANGARAN PICPOUL DE PINET,LBD.0135789,ACTIVE,06/05/2023 12:00:00 AM,06/03/2026 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE NAUDET RED SANCERRE,LBD.0234291,ACTIVE,01/29/2026 12:00:00 AM,01/28/2029 12:00:00 AM,LA VILLE IMPORTS INC,LCL.0000758,LA VILLE IMPORTS INC (LIW.0000772)
DOMAINE NAUDET ROSE SANCERRE,LBD.0234292,ACTIVE,01/29/2026 12:00:00 AM,01/28/2029 12:00:00 AM,LA VILLE IMPORTS INC,LCL.0000758,LA VILLE IMPORTS INC (LIW.0000772)
DOMAINE NAUDET WHITE SANCERRE,LBD.0234293,ACTIVE,01/29/2026 12:00:00 AM,01/28/2029 12:00:00 AM,LA VILLE IMPORTS INC,LCL.0000758,LA VILLE IMPORTS INC (LIW.0000772)
DOMAINE NICO  BRUT ROSE,LBD.0196135,ACTIVE,10/03/2025 12:00:00 AM,10/01/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE NICO GRAND MERE,LBD.0158151,ACTIVE,07/22/2025 12:00:00 AM,07/20/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE NICO GRAND PERE,LBD.0158152,ACTIVE,07/22/2025 12:00:00 AM,07/20/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE NICO HISTOIRE D'A,LBD.0158154,ACTIVE,07/22/2025 12:00:00 AM,07/20/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE NICO LA SAVANTE,LBD.0158158,ACTIVE,07/22/2025 12:00:00 AM,07/20/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE NICO LE PARADIS,LBD.0158157,ACTIVE,07/22/2025 12:00:00 AM,07/20/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE NICOLAS ROSSIGNOL - ALOXOE-CORTON,LBD.0205815,ACTIVE,07/03/2023 12:00:00 AM,07/02/2026 12:00:00 AM,PETIT VIN LLC,LSL.0002158,"VILLAGE GREEN PRESERVATION SOCIETY WINE AND SPIRITS, LLC (LIW.0000749)"
DOMAINE NICOLAS ROSSIGNOL - VOLNAY VILLAGE,LBD.0205816,ACTIVE,07/03/2023 12:00:00 AM,07/02/2026 12:00:00 AM,PETIT VIN LLC,LSL.0002158,"VILLAGE GREEN PRESERVATION SOCIETY WINE AND SPIRITS, LLC (LIW.0000749)"
DOMAINE NIERO ECLAT MARSANNE WHITE WINE COLLINES RHODANIENNES,LBD.0229010,ACTIVE,07/25/2025 12:00:00 AM,07/24/2028 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE OSTERTAG PINOT NOIR 'LES JARDINS',LBD.0208447,ACTIVE,09/21/2023 12:00:00 AM,09/20/2026 12:00:00 AM,KERMIT LYNCH WINE MERCHANT INC,LSL.0000653,CLASSIC WINES INC (LIW.0000565)
"DOMAINE OSTERTAG, PINOT",LBD.0234836,ACTIVE,02/17/2026 12:00:00 AM,02/16/2029 12:00:00 AM,KERMIT LYNCH WINE MERCHANT INC,LSL.0000653,CLASSIC WINES INC (LIW.0000565)
"DOMAINE OSTERTAG, RIESLING FRONHOLZ",LBD.0226272,ACTIVE,05/02/2025 12:00:00 AM,05/01/2028 12:00:00 AM,KERMIT LYNCH WINE MERCHANT INC,LSL.0000653,CLASSIC WINES INC (LIW.0000565)
"DOMAINE OSTERTAG, RIESLING GRAND CRU 'MUENCHBERG'",LBD.0234837,ACTIVE,02/17/2026 12:00:00 AM,02/16/2029 12:00:00 AM,KERMIT LYNCH WINE MERCHANT INC,LSL.0000653,CLASSIC WINES INC (LIW.0000565)
"DOMAINE OSTERTAG, RIESLING LES JARDINS",LBD.0202515,ACTIVE,04/04/2026 12:00:00 AM,04/02/2029 12:00:00 AM,KERMIT LYNCH WINE MERCHANT INC,LSL.0000653,CLASSIC WINES INC (LIW.0000565)
"DOMAINE OSTERTAG, SYLVANER VIEILLE VIGNES",LBD.0234835,ACTIVE,02/17/2026 12:00:00 AM,02/16/2029 12:00:00 AM,KERMIT LYNCH WINE MERCHANT INC,LSL.0000653,CLASSIC WINES INC (LIW.0000565)
DOMAINE OTT CHATEAU DE SELLE CLAIR DE NOIRS,LBD.0044377,ACTIVE,04/07/2026 12:00:00 AM,04/05/2029 12:00:00 AM,MAISONS MARQUES & DOMAINES USA,LSL.0000670,WORLDWIDE WINES INC (LIW.0000520)
DOMAINE OTT CLOS MIREILLE ROV CLAIR DE NOIRS ROSE,LBD.0122531,ACTIVE,02/28/2025 12:00:00 AM,02/26/2028 12:00:00 AM,MAISONS MARQUES & DOMAINES USA,LSL.0000670,BRESCOME BARTON INC (LIW.0000506)
DOMAINE OVERNOY-CRINQUAND ARBOIS-PUPILLIN PLOUSSARD,LBD.0226193,ACTIVE,05/02/2025 12:00:00 AM,05/01/2028 12:00:00 AM,ROSENTHAL WINE MERCHANT (NY) LTD,LCL.0000564,ROSENTHAL WINE MERCHANT (NY) LTD (LCL.0000564)
DOMAINE PABIOT  POUILLY FUME LES CAILLOTTES,LBD.0192989,ACTIVE,07/11/2025 12:00:00 AM,07/09/2028 12:00:00 AM,ANGELINI WINE LTD,LCL.0000520,ANGELINI WINE LTD (LIW.0000519)
DOMAINE PACORY POIRE DOMFRONT,LBD.0221235,ACTIVE,10/31/2024 12:00:00 AM,10/30/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE PAPAGIANNAKOS ASSYRTIKO ATTIKI PGI,LBD.0159561,ACTIVE,09/04/2025 12:00:00 AM,09/02/2028 12:00:00 AM,LONE STAR WINE AND SPIRITS LLC,LSL.0001471,WINEBOW INC (LIW.0000548)
DOMAINE PARDON CUVEE HUGO FLEURIE,LBD.0130759,ACTIVE,05/19/2025 12:00:00 AM,05/17/2028 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
DOMAINE PARDON CUVEE TIM REGNIE,LBD.0130760,ACTIVE,05/20/2025 12:00:00 AM,05/18/2028 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
DOMAINE PATRICK MIOLANE SAINT AUBIN 1ER CRU,LBD.0185723,ACTIVE,12/22/2024 12:00:00 AM,12/20/2027 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE PATRICK MIOLANE ST AUBIN,LBD.0136305,ACTIVE,12/22/2024 12:00:00 AM,12/20/2027 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE PAUL AUTARD COTES DU RHONE,LBD.0055760,ACTIVE,09/23/2024 12:00:00 AM,09/21/2027 12:00:00 AM,"HARTLEY & PARKER, LIMITED, LLC",LCL.0000514,"HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE PAUL BLANCK PINOT NOIR CLASSIQUE,LBD.0205029,ACTIVE,06/12/2023 12:00:00 AM,06/11/2026 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE PAUL BUISSE ROSE LOIRE AOP,LBD.0191118,ACTIVE,05/16/2025 12:00:00 AM,05/14/2028 12:00:00 AM,WORLDWIDE WINES OF NY INC,LSL.0000662,BRESCOME BARTON INC (LIW.0000506)
DOMAINE PAUL CHERRIER SANCERRE BLANC,LBD.0235850,ACTIVE,03/13/2026 12:00:00 AM,03/12/2029 12:00:00 AM,T ELENTENY HOLDINGS LLC,LSL.0001494,CLASSIC WINES INC (LIW.0000565)
DOMAINE PAUL PERNOT BOURGOGNE BLANC,LBD.0146385,ACTIVE,07/05/2024 12:00:00 AM,07/03/2027 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE PAUL PILLOT ALIGOTE,LBD.0168003,ACTIVE,07/02/2023 12:00:00 AM,06/30/2026 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE PAUL PILLOT BOURGOGNE CHARDONNAY (BLANC),LBD.0117188,ACTIVE,06/15/2024 12:00:00 AM,06/13/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE PAUL PILLOT BOURGOGNE PINOT NOIR (ROUGE),LBD.0117189,ACTIVE,06/15/2024 12:00:00 AM,06/13/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE PAUL PILLOT CHASSAGNE MONTRACHET 1ER CLOS SAINT JEAN,LBD.0117191,ACTIVE,06/15/2024 12:00:00 AM,06/13/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE PAUL PILLOT CHASSAGNE MONTRACHET,LBD.0117190,ACTIVE,06/15/2024 12:00:00 AM,06/13/2027 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE PAUL PILLOT SANTENAY ROUGE VIEILLES VIGNES,LBD.0168000,ACTIVE,07/02/2023 12:00:00 AM,06/30/2026 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE PEIRRE LABET CHARDONNAY VIEILLES VIGNES BOURGOGNE,LBD.0138235,ACTIVE,08/31/2023 12:00:00 AM,08/29/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE PEIRRE LABET PINOT NOIR VIEILLES VIGNES BOURGOGNE,LBD.0138236,ACTIVE,08/31/2023 12:00:00 AM,08/29/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE PEIRRE LABET RED WINE BEAUNE COUCHERIAS,LBD.0138237,ACTIVE,08/31/2023 12:00:00 AM,08/29/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE PEIRRE LABET RED WINE CLOS DU DESSUS DES MARCONNETS BEAUNE,LBD.0138238,ACTIVE,08/31/2023 12:00:00 AM,08/29/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE PEIRRE LABET VIEILLES VIGNES PINOT NOIR GEVREY CHAMBERTIN,LBD.0138239,ACTIVE,08/31/2023 12:00:00 AM,08/29/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE PEIRRE LABET WHITE WINE CLOS DU DESSUS DES MARCONNETS BEAUNE,LBD.0138240,ACTIVE,08/31/2023 12:00:00 AM,08/29/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE PEIRRE LABET WHITE WINE LES TILLETS MEURSAULT,LBD.0138241,ACTIVE,08/31/2023 12:00:00 AM,08/29/2026 12:00:00 AM,PATERNO IMPORTS LTD,LSL.0000656,"BRESCOME BARTON INC (LIW.0000506), HARTLEY &amp; PARKER, LIMITED, LLC (LIW.0000512)"
DOMAINE PELAQUIE LAUDUN ROUGE,LBD.0215358,ACTIVE,04/30/2024 12:00:00 AM,04/29/2027 12:00:00 AM,DAVID BOWLER WINE,LSL.0001683,A MISSING LINK LLC (LIW.0000659)
DOMAINE PELAQUIE TAVEL,LBD.0191201,ACTIVE,05/17/2025 12:00:00 AM,05/15/2028 12:00:00 AM,DAVID BOWLER WINE,LSL.0001683,A MISSING LINK LLC (LIW.0000659)
DOMAINE PELLE MENETOU-SALON MOROGUES,LBD.0122170,ACTIVE,02/16/2025 12:00:00 AM,02/14/2028 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE PELLEHAUT ARMAGNAC 'RESERVE',LBD.0104651,ACTIVE,11/04/2025 12:00:00 AM,11/02/2028 12:00:00 AM,MICHAEL SKURNIK WINES INC,LSL.0000812,MSW CT LLC (LIW.0000594)
DOMAINE PERRAUD MACON VILLAGES WHITE,LBD.0237079,ACTIVE,04/20/2026 12:00:00 AM,04/19/2029 12:00:00 AM,MHW LTD,LSL.0000675,"MURPHY BEVERAGE COMPANY INC (LIW.0000627), F &amp; F DISTRIBUTORS INC (LIW.0000504)"
DOMAINE PETIT CHAMPS LINS BOURGOGNE COTE D'OR,LBD.0168670,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE PETIT CHAMPS LINS MERSAULT LES TILLETS,LBD.0168671,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE PHILIPPE VANDELLE CREMANT DU JURA BLANC,LBD.0236649,ACTIVE,04/06/2026 12:00:00 AM,04/05/2029 12:00:00 AM,BRUNET & FRIEDBERG INC.,LSL.0002496,BRESCOME BARTON INC (LIW.0000506)
DOMAINE PHILIPPE VANDELLE CREMANT DU JURA ROSE,LBD.0236648,ACTIVE,04/06/2026 12:00:00 AM,04/05/2029 12:00:00 AM,BRUNET & FRIEDBERG INC.,LSL.0002496,BRESCOME BARTON INC (LIW.0000506)
DOMAINE PHILIPPE VANDELLE L'ETOILE CHARDONNAY,LBD.0236663,ACTIVE,04/06/2026 12:00:00 AM,04/05/2029 12:00:00 AM,BRUNET & FRIEDBERG INC.,LSL.0002496,BRESCOME BARTON INC (LIW.0000506)
DOMAINE PHILIPPE VANDELLE SAVAGNIN CHAINAI OUILLE,LBD.0236673,ACTIVE,04/06/2026 12:00:00 AM,04/05/2029 12:00:00 AM,BRUNET & FRIEDBERG INC.,LSL.0002496,BRESCOME BARTON INC (LIW.0000506)
DOMAINE PHILIPPE VANDELLE SAVAGNIN L'ETOILE COTES DU JURA,LBD.0236674,ACTIVE,04/06/2026 12:00:00 AM,04/05/2029 12:00:00 AM,BRUNET & FRIEDBERG INC.,LSL.0002496,BRESCOME BARTON INC (LIW.0000506)
DOMAINE PICHON CONDRIEU,LBD.0168678,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE PICHON COTE ROTE,LBD.0168676,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE PICHON ST JOSEPH,LBD.0168675,ACTIVE,08/05/2023 12:00:00 AM,08/03/2026 12:00:00 AM,DB WINE SELECTION INC,LCL.0000601,DB WINE SELECTION INC (LIW.0000642)
DOMAINE PIEGONNE ROSE VENTOUX,LBD.0140670,ACTIVE,12/12/2023 12:00:00 AM,12/10/2026 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
DOMAINE PIEGONNE VALREAS,LBD.0130746,ACTIVE,12/10/2025 12:00:00 AM,12/08/2028 12:00:00 AM,W J DEUTSCH & SONS LTD,LSL.0000741,WINEBOW INC (LIW.0000548)
